"Bowling_Team","Bowler","Season","Stadium","Runs","Wickets","Balls","Batting_Team","Average","Economy"
"Sunrisers Hyderabad","Moises Henriques",2017,"Punjab Cricket Association IS Bindra Stadium",39,0,18,"All",Inf,13
"Sunrisers Hyderabad","Moises Henriques",2017,"Rajiv Gandhi International Stadium",131,1,89,"All",131,8.8314606741573
"Sunrisers Hyderabad","Mujeeb Ur Rahman",2021,"MA Chidambaram Stadium",29,2,24,"All",14.5,7.25
"Sunrisers Hyderabad","Mustafizur Rahman",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",42,3,42,"All",14,6
"Sunrisers Hyderabad","Mustafizur Rahman",2016,"Eden Gardens",32,1,24,"All",32,8
"Sunrisers Hyderabad","Mustafizur Rahman",2016,"Feroz Shah Kotla",28,0,24,"All",Inf,7
"Sunrisers Hyderabad","Mustafizur Rahman",2016,"M Chinnaswamy Stadium",63,3,48,"All",21,7.875
"Sunrisers Hyderabad","Mustafizur Rahman",2016,"Punjab Cricket Association IS Bindra Stadium",32,1,24,"All",32,8
"Sunrisers Hyderabad","Mustafizur Rahman",2016,"Rajiv Gandhi International Stadium",181,7,156,"All",25.8571428571429,6.96153846153846
"Sunrisers Hyderabad","Mustafizur Rahman",2016,"Saurashtra Cricket Association Stadium",19,1,24,"All",19,4.75
"Sunrisers Hyderabad","Mustafizur Rahman",2016,"Shaheed Veer Narayan Singh International Stadium",24,1,24,"All",24,6
"Sunrisers Hyderabad","Mustafizur Rahman",2017,"Wankhede Stadium",34,0,16,"All",Inf,12.75
"Sunrisers Hyderabad","Parvez Rasool",2014,"Eden Gardens",22,0,6,"All",Inf,22
"Sunrisers Hyderabad","Parvez Rasool",2014,"JSCA International Stadium Complex",35,0,24,"All",Inf,8.75
"Sunrisers Hyderabad","Parvez Rasool",2014,"Rajiv Gandhi International Stadium",26,1,24,"All",26,6.5
"Sunrisers Hyderabad","Parvez Rasool",2015,"MA Chidambaram Stadium",11,0,6,"All",Inf,11
"Sunrisers Hyderabad","Parvez Rasool",2015,"Shaheed Veer Narayan Singh International Stadium",20,1,24,"All",20,5
"Sunrisers Hyderabad","Praveen Kumar",2015,"Brabourne Stadium",40,0,24,"All",Inf,10
"Sunrisers Hyderabad","Praveen Kumar",2015,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",86,2,60,"All",43,8.6
"Sunrisers Hyderabad","Praveen Kumar",2015,"Eden Gardens",10,0,6,"All",Inf,10
"Sunrisers Hyderabad","Praveen Kumar",2015,"M Chinnaswamy Stadium",34,1,24,"All",34,8.5
"Sunrisers Hyderabad","Praveen Kumar",2015,"Punjab Cricket Association Stadium",34,1,24,"All",34,8.5
